youtube_video_id,youtube_url,language,channel_name,title_original,decision,reason_he
0gCrcRz7dd0,https://www.youtube.com/watch?v=0gCrcRz7dd0,he,ProRiding Israel,ביטוח לאופנועים ולרוכבים - כפיר לוין מפרוריידינג מסביר,rejected,no_chapters_or_captions_for_content_evidence
aQE9gcT-g1k,https://www.youtube.com/watch?v=aQE9gcT-g1k,he,Cohen Adventure (‫צביקה כהן השטח‬‎),עליית מדרגה ברכיבה,rejected,no_chapters_or_captions_for_content_evidence
QK2DiSGr6N4,https://www.youtube.com/watch?v=QK2DiSGr6N4,,MOTO-SHER,הדרכת בלימה והיגוי (יוסי),rejected,unsupported_declared_language=pt; description_missing
Gv0K-5MbFlM,https://www.youtube.com/watch?v=Gv0K-5MbFlM,en,Aires Communication,CFMoto 1000MT X 2026 🏍️,rejected,caption_tracks=157
W4n81NgcRDg,https://www.youtube.com/watch?v=W4n81NgcRDg,he,Ask Ralbad,ASK Ralbad | איך לבצע היגוי נגדי באופנוע?,rejected,too_short_for_release_depth
ocnwJzDRxY8,https://www.youtube.com/watch?v=ocnwJzDRxY8,,Daniel Zino,שמיניות 8️⃣,rejected,language_not_verifiable_as_he_or_en; too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence
0sfdui8MXUA,https://www.youtube.com/watch?v=0sfdui8MXUA,he,FullgaZ Magazine,רכיבה ראשונה על אופנועי האנדורו של גאס גאס,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
nCfu6Iq4BmU,https://www.youtube.com/watch?v=nCfu6Iq4BmU,he,Ilan Levi,"לרדת את מעלה יבנאל עם אופנוע, סוכות 2022",rejected,description_missing; no_chapters_or_captions_for_content_evidence
GMSLY97QQIc,https://www.youtube.com/watch?v=GMSLY97QQIc,en,Jay Jankulovski,I Took a Motorcycle on Germany’s Autobahn…,rejected,youtube_chapters=12; caption_tracks=157; marketing_signal_present
zj_89qfRSkw,https://www.youtube.com/watch?v=zj_89qfRSkw,he,Moto Lamed,! רכיבה מתקדמת! כל מה שרציתם לדעת על קורס רכיבה מתקדמת,rejected,no_chapters_or_captions_for_content_evidence
8sbwt5W14kM,https://www.youtube.com/watch?v=8sbwt5W14kM,en,Motorcycle Training Concepts,5 U-Turn Drills Every Rider Should Practice,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
gNlX7HTbKlk,https://www.youtube.com/watch?v=gNlX7HTbKlk,he,ProRiding Israel,פרוריידינג - הדרכות רכיבה לכולם!,rejected,too_short_for_release_depth
txzv1gyFlC0,https://www.youtube.com/watch?v=txzv1gyFlC0,,Roee Ran,עליות 4,rejected,language_not_verifiable_as_he_or_en; too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
3rNBxtj8AkE,https://www.youtube.com/watch?v=3rNBxtj8AkE,he,SM26,SM26 - מיגון שווה לתחת!,rejected,no_chapters_or_captions_for_content_evidence
4D4VppOghj4,https://www.youtube.com/watch?v=4D4VppOghj4,he,Shimron Shimron,היחידי שיודע.....,rejected,caption_tracks=157
-va4-vGZW_I,https://www.youtube.com/watch?v=-va4-vGZW_I,he,Udi Levy,א.ש חילוץ אופנועים  058-4420044 052-2645155,rejected,caption_tracks=157
VEXqJUg5JCA,https://www.youtube.com/watch?v=VEXqJUg5JCA,he,mailsgolan,שימון שרשרת באופנוע עם ג'ק צד בלבד,rejected,caption_tracks=157
oBLdnYmRB_I,https://www.youtube.com/watch?v=oBLdnYmRB_I,he,nivmoto,ניב אופנועים - טיפים אודות הווריאטור,rejected,caption_tracks=157
PbTz44_i8YE,https://www.youtube.com/watch?v=PbTz44_i8YE,he,אתר מידרג,פנצ'ר באופנוע - איך מתקנים פנצ'ר באופנוע וכמה זה עולה?,rejected,caption_tracks=1
PMeQb643xoI,https://www.youtube.com/watch?v=PMeQb643xoI,he,טל סנדרוני,אנדורו ביערות הכרמל - אופנועי שטח בבוץ,rejected,no_chapters_or_captions_for_content_evidence
IzNT9otV2IA,https://www.youtube.com/watch?v=IzNT9otV2IA,he,לילך תיאוריה,דרך עירונית מכונית סוטה לנתיב שלך ואופנוע מזגזג,rejected,too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence
PRJsYOQzjkc,https://www.youtube.com/watch?v=PRJsYOQzjkc,he,Ben S. (bflance),מערב לתוך הלילה: רכיבת אדוונצ'ר לילית בהרי ירושלים,rejected,too_long_for_focused_guide_entry
gwmUFFHxXyo,https://www.youtube.com/watch?v=gwmUFFHxXyo,he,Ben S. (bflance),רכיבת שטח לא למתחילים!!! אבל אני רוכב מתחיל - אל תנסו את זה בבית. היה קשוח!,rejected,youtube_chapters=2; caption_tracks=157
nhoA99EcMEM,https://www.youtube.com/watch?v=nhoA99EcMEM,he,David Beloosesky,החלפת פנימית 3,rejected,too_short_for_release_depth; description_missing
PYeiGbg6_bU,https://www.youtube.com/watch?v=PYeiGbg6_bU,he,FullgaZ Magazine,מדריך טכני: החלפת צמיג ומוס באופנוע שטח,rejected,no_chapters_or_captions_for_content_evidence
grPjYTqfBKY,https://www.youtube.com/watch?v=grPjYTqfBKY,he,FullgaZ Magazine,מסע אופנועים לפסגות ההימלאיה,rejected,title_indicates_non_instructional_or_promotional_content
KjJ1idYZPdI,https://www.youtube.com/watch?v=KjJ1idYZPdI,,Old Man's Ride and Car Motorcycle Garage,איך רוכבים חכמים באמת נשארים קרירים על אופנוע – לא מה שחשבתם,rejected,source_not_active_public; source_unavailable; duration_missing; description_missing; no_chapters_or_captions_for_content_evidence
qoXVrpFVP10,https://www.youtube.com/watch?v=qoXVrpFVP10,he,Raanan Tzemach,היגוי הפוך הדגמה והסבר,rejected,caption_tracks=157
7DDyMbbmYUo,https://www.youtube.com/watch?v=7DDyMbbmYUo,he,"Ron Izraelly - Driving, riding, racing !",הדרכת רכיבת חולות עם זיו כרמי -  Ktm 990 Adv. Ktm 890 rally - HD - GoPro9,rejected,no_chapters_or_captions_for_content_evidence
odXtBADnmpQ,https://www.youtube.com/watch?v=odXtBADnmpQ,he,Tal Amir - טל עמיר,חוצה ישראל אדוונצ'ר 2020   מלא,rejected,no_chapters_or_captions_for_content_evidence
VqfGdbhAWJ4,https://www.youtube.com/watch?v=VqfGdbhAWJ4,en,The Motorcycle Brain,9 Motorcycle Fears You Should'nt Worry About (Pro Tips),rejected,caption_tracks=157; professional_source_signal
hJE4in5KRv0,https://www.youtube.com/watch?v=hJE4in5KRv0,he,Two wheels life,ילדים חסרי שכל על אופניים חשמליים בתל אביב,rejected,too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence
8fmsajHZLKk,https://www.youtube.com/watch?v=8fmsajHZLKk,en,Wanderlust Revs,I Took a KTM Duke 200 Off Road Where Only Adventure Bikes Should Go,rejected,caption_tracks=157
TJwQtibtuAo,https://www.youtube.com/watch?v=TJwQtibtuAo,en,דוד כהן,זיו תקוע בבוץ,rejected,description_missing
wMtkexgMuhQ,https://www.youtube.com/watch?v=wMtkexgMuhQ,he,Versys 300 - Israel,מתיחת שרשרת באופנוע - ורסיס 300,rejected,no_chapters_or_captions_for_content_evidence
18Sp8mi_91w,https://www.youtube.com/watch?v=18Sp8mi_91w,he,חלצ יחידות החילוץ,טיפול ברוכב אופנוע שהתהפך בנחל משק,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
X1fhTu0_Z_A,https://www.youtube.com/watch?v=X1fhTu0_Z_A,he,טל סנדרוני,הארד אנדורו חובבנים - יערות מנשה ונחל גחר - תקציר,rejected,no_chapters_or_captions_for_content_evidence
4IFh2sVDKak,https://www.youtube.com/watch?v=4IFh2sVDKak,he,לד סטאר ישראל LED STAR ISRAEL,"ווסט מתנפח כרית אויר לאופנוע כרית אויר,Airbag for sport motorcycle",rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
JYJnIDwEFdg,https://www.youtube.com/watch?v=JYJnIDwEFdg,he,מומנט אופנועים - מקצוענות מעל הכל,בדיקות חורף | הכנה של האופנוע והקטנוע לחורף | מומנט אופנועים - ירושלים,rejected,no_chapters_or_captions_for_content_evidence
ZwbIqpipFrY,https://www.youtube.com/watch?v=ZwbIqpipFrY,he,משה טיולי שטח Moto Tours,טבק אום קוניץ - רכיבת אופנועים,rejected,caption_tracks=157
It3Xes7g6h0,https://www.youtube.com/watch?v=It3Xes7g6h0,he,Moto Lamed,רכיבה מתקדמת - רכיבה נכונה על אופנוע.👍❗♨️👊,rejected,no_chapters_or_captions_for_content_evidence
rEyP9Nxhcz0,https://www.youtube.com/watch?v=rEyP9Nxhcz0,en,ADV Brett,2022 Africa Twin Adventure Sports DCT | Best TFT Rider Modes for Road & Off-Road,rejected,youtube_chapters=4; marketing_signal_present
7As5eL1WE0A,https://www.youtube.com/watch?v=7As5eL1WE0A,he,ADV Moto Life,הדרכות מתקדמים ומתחילים עם פול טארס בישראל,rejected,caption_tracks=157; professional_source_signal
bzH5217CRrw,https://www.youtube.com/watch?v=bzH5217CRrw,en,All Terrain Rescue,🇨🇦 7 Off Road Recoveries = 1 LONG Day!,rejected,too_long_for_focused_guide_entry
HM7mDohvCZo,https://www.youtube.com/watch?v=HM7mDohvCZo,he,Cohen Adventure (‫צביקה כהן השטח‬‎),לימוד רכיבת שטח בעלייה עם דרדרת,rejected,no_chapters_or_captions_for_content_evidence
S5aNlHjthLA,https://www.youtube.com/watch?v=S5aNlHjthLA,he,Cohen Adventure (‫צביקה כהן השטח‬‎),בהרכבה על אופנוע,rejected,no_chapters_or_captions_for_content_evidence
CtmDIae-5VA,https://www.youtube.com/watch?v=CtmDIae-5VA,he,Kafri Drive,הספיידר של קאן אם - הדרכה על הכלי שמאפשר ביוון חופש של אופנוע עם יציבות של רכב,rejected,no_chapters_or_captions_for_content_evidence
D4SOuVoTs_w,https://www.youtube.com/watch?v=D4SOuVoTs_w,he,MyVlogs,אופנוע נוסע באדום מלא,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
53xQjJt1wT0,https://www.youtube.com/watch?v=53xQjJt1wT0,he,OfnoanMeuman,אומנות הרכיבה בתנועה,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
oufydNNDnHc,https://www.youtube.com/watch?v=oufydNNDnHc,he,OfnoanMeuman,מישל דור ל-YNET: כך תבחרו מעיל רכיבה,rejected,no_chapters_or_captions_for_content_evidence
8hXE2Ioe_OU,https://www.youtube.com/watch?v=8hXE2Ioe_OU,en,Prorider Central Texas YouTube,Turning From Stop On Motorcycle- Checkout This Quick Tip That Will Help,rejected,youtube_chapters=5; caption_tracks=157; marketing_signal_present
C15aY42oF48,https://www.youtube.com/watch?v=C15aY42oF48,en,Rx Safety Videos,Stop Getting Blinded by LEDs! Halo Night Lenses for Motorcycle Riders,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
XlwSz_axo3w,https://www.youtube.com/watch?v=XlwSz_axo3w,en,Urban Dingo,Avoid Throttle Wrist Fatigue & Pain - Ride With A Neutral Wrist Posture | Ryker Quick Tip,rejected,caption_tracks=157
3br6DFFMmus,https://www.youtube.com/watch?v=3br6DFFMmus,he,gsfrel,תיקון פנצ'ר זריז בעזרת ערכת תולעים,rejected,no_chapters_or_captions_for_content_evidence
Y-iQN0LyfhY,https://www.youtube.com/watch?v=Y-iQN0LyfhY,he,kRuvi,"רכיבת אופנועי שטח בבן שמן אחרי הגשם - נדב, שחר, אייל, יפתח, אלמוג וכרובי 21.12.18",rejected,caption_tracks=157
mDB7ufrj2uQ,https://www.youtube.com/watch?v=mDB7ufrj2uQ,he,kRuvi,שלומי הוא אחמד תמימי (כתוביות) - רכיבה באזור לטרון 11.1.2020,rejected,too_short_for_release_depth
sHmR-Kgrxuo,https://www.youtube.com/watch?v=sHmR-Kgrxuo,he,kRuvi,רכיבת אופנועי שטח בהשוואה לרכיבת אופניים חשמליים - סינגל פארק קנדה  23.1.22,rejected,no_chapters_or_captions_for_content_evidence
Pe_aDITq8EU,https://www.youtube.com/watch?v=Pe_aDITq8EU,he,udiarie74,רכיבת אופנועים HD - קו 400 תל חדיד והסביבה אודי אריה 04-2021,rejected,no_chapters_or_captions_for_content_evidence
57S1wjhs8n8,https://www.youtube.com/watch?v=57S1wjhs8n8,he,אוטוקאר ישראל,ברוש חליפות לרוכבי אופנועים המשולבים בבד קבלר,rejected,caption_tracks=157
4hZ5YBJ0C0c,https://www.youtube.com/watch?v=4hZ5YBJ0C0c,he,בית ספר טל המרכז ללימודי נהיגה,טל המרכז ללימודי נהיגה - מסלול טסט בגוף ראשון,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
DVngokVtEQM,https://www.youtube.com/watch?v=DVngokVtEQM,he,הרשות הלאומית לבטיחות בדרכים,הדרכה על רכיבה בטוחה באופניים חשמליים,rejected,no_chapters_or_captions_for_content_evidence
HtNDIWDgOlg,https://www.youtube.com/watch?v=HtNDIWDgOlg,he,משה טיולי שטח Moto Tours,טיול אופנועים - בורות לוץ-הר כרכום-הקניון הלבן-נחל ערוד,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
rJR7AXXQKYg,https://www.youtube.com/watch?v=rJR7AXXQKYg,he,‫קובי ברדה (‪Oko israel‬‏)‬‎,חומר למניעת פנצ'רים oko israel לאופנוע אפריקה טווין + שטח,rejected,no_chapters_or_captions_for_content_evidence
dwsml9_0Ol8,https://www.youtube.com/watch?v=dwsml9_0Ol8,he,nivmoto,ניב אופנועים - טיפים לבדיקת שרשרת באופנוע,rejected,caption_tracks=157
DnvV26YgifU,https://www.youtube.com/watch?v=DnvV26YgifU,he,ADV Moto Life,אדוונצ'רים מתחילים בשטח- מרמות מנשה לעין הנציב,rejected,no_chapters_or_captions_for_content_evidence
_G0C8nEi5Yg,https://www.youtube.com/watch?v=_G0C8nEi5Yg,he,FOX HEAD Israel,מגפי רכיבה לשטח,rejected,caption_tracks=157
KIJHBp_S3hA,https://www.youtube.com/watch?v=KIJHBp_S3hA,he,Michael Duadi,כמעט ונפגע עם אופנוע - כביש החוף Motorcycle Near Miss,rejected,too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
TQF0zU_isr0,https://www.youtube.com/watch?v=TQF0zU_isr0,en,Motorcycle Talks,STOP FEEDING FEAR-Here's WHY,rejected,caption_tracks=157; professional_source_signal
evc423OwTpY,https://www.youtube.com/watch?v=evc423OwTpY,en,Old Man's Ride,12 Etiquette Rules ALL New Riders Must Follow,rejected,caption_tracks=157
aYu9oGc76vU,https://www.youtube.com/watch?v=aYu9oGc76vU,he,ProRiding Israel,טיפ: איך לבחור מעיל רכיבה לרוכבי אופנועים וקטנועים,rejected,no_chapters_or_captions_for_content_evidence
6tCcmH9Zshs,https://www.youtube.com/watch?v=6tCcmH9Zshs,he,Tal Etzion EXTREME,ביצועים של אופנוע ספורט? אפריליה טוארג 660 אדוונצ'ר ראלי לחובבי גז,rejected,description_missing
zVwqHCG4RA4,https://www.youtube.com/watch?v=zVwqHCG4RA4,en,The Girl On A Bike,The Split-Second Mistake...I hit him 🤬 (Husqvarna 501 Enduro),rejected,youtube_chapters=6; caption_tracks=157; marketing_signal_present
FDn6vFmc634,https://www.youtube.com/watch?v=FDn6vFmc634,he,daniel life,אופנוע חשמלי שיכול לנסוע עם אופנועי בנזין בשטח הכי קשה במדינה?   רכיבה בקו 400 הארד אינדורו,rejected,no_chapters_or_captions_for_content_evidence
MqIxMyAUURM,https://www.youtube.com/watch?v=MqIxMyAUURM,en,kRuvi,רכיבת בוץ וסלעים חלקלקים 22.11.2020,rejected,caption_tracks=157
nlrKgPe-uA0,https://www.youtube.com/watch?v=nlrKgPe-uA0,he,kRuvi,16.4.21 עולים עליות ב-30 מעלות בתרום-תעוז,rejected,no_chapters_or_captions_for_content_evidence
JavR5-ox9sE,https://www.youtube.com/watch?v=JavR5-ox9sE,,koko-a A,מיגון גחון,rejected,language_not_verifiable_as_he_or_en; too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence
KoSmeW5aF0k,https://www.youtube.com/watch?v=KoSmeW5aF0k,he,גלעד חורי,החלפת צמיג ידנית לאופנוע שטח מוס\פנימית.,rejected,no_chapters_or_captions_for_content_evidence
FPWLmoTf38c,https://www.youtube.com/watch?v=FPWLmoTf38c,he,הרשות הלאומית לבטיחות בדרכים,"""להוריד 50% מהנפגעים תוך 5 שנים"" | יו""ר הרלב""ד אבי נאור בראיון אצל ינון מגל ובן כספית (19.9.2022)",rejected,no_chapters_or_captions_for_content_evidence
QqvKa5-6l1w,https://www.youtube.com/watch?v=QqvKa5-6l1w,he,כל-בו שינוע גרר אופנוע ירושלים,חילוץ רכב פרטי מבוץ,rejected,no_chapters_or_captions_for_content_evidence
Nuw4iY8mXvI,https://www.youtube.com/watch?v=Nuw4iY8mXvI,he,משה טיולי שטח Moto Tours,מרזבה-ציר המעיינות-נקרות - טיול אופנועים בהובלת אודי לנדאו,rejected,description_missing; no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
Z3s3M9H2-0U,https://www.youtube.com/watch?v=Z3s3M9H2-0U,he,פוקס אנדורו - fox enduro,"פוקס אנדורו - הדרכות רכיבה, מדרגות - קובי חמד",rejected,no_chapters_or_captions_for_content_evidence
Wm62aTzuHPE,https://www.youtube.com/watch?v=Wm62aTzuHPE,he,שמנמנים ונהנים D:,Mt 07 | שיעור רישיון A בבאר שבע,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
BHZ2mSbXkbw,https://www.youtube.com/watch?v=BHZ2mSbXkbw,he,ProRiding Israel,טיפ על צמיגי אופנוע - פרוריידינג,rejected,no_chapters_or_captions_for_content_evidence
wPQIXpF0bss,https://www.youtube.com/watch?v=wPQIXpF0bss,he,ADV Moto Life,אדוונצ'רים מתחילים בשטח- נחל אלכסנדר לגן שמואל,rejected,youtube_chapters=7
fY8SbzZHkiY,https://www.youtube.com/watch?v=fY8SbzZHkiY,en,AutoMvpGarage7,"2027 Honda Gold Wing – Next-Generation Luxury Touring Motorcycle with Flat-Six Power, DCT",rejected,caption_tracks=157
sA7eGpOHS88,https://www.youtube.com/watch?v=sA7eGpOHS88,he,"Doron Aviad: Enduro, MMA, Ski","אנדורו שטח משולבת סינגלים וסלעים , עליות נחמדות , אזור צומת נחשון והסביבה ,בהובלת דורון אביעד KTM450",rejected,no_chapters_or_captions_for_content_evidence
hnID7GWz-kU,https://www.youtube.com/watch?v=hnID7GWz-kU,he,Eran Yoran,טל דן - מנהלים על אופנועים מדברים עסקים - סרט הנושא,rejected,no_chapters_or_captions_for_content_evidence
IpYCg5-2_Js,https://www.youtube.com/watch?v=IpYCg5-2_Js,he,Kfir Kasharian,"אדוונצ'ר קשוח לשטח בפחות מ-40,000 ₪, אפשרי? בדקתי",rejected,caption_tracks=157
PDqHwp4m-OQ,https://www.youtube.com/watch?v=PDqHwp4m-OQ,en,MOTOTREK,EMERGENCY BRAKING from a Pro Instructor - Any Motorcycle / Harley Davidson Pan America,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
YB4tF7w2UyM,https://www.youtube.com/watch?v=YB4tF7w2UyM,he,Maticycles,איך לשרוד על הכביש עם אופנוע- התאמת האופנוע לרוכב,rejected,description_missing; no_chapters_or_captions_for_content_evidence
_PCgAy8kPkk,https://www.youtube.com/watch?v=_PCgAy8kPkk,en,Moto Central,Are Bull-it Motorcycle Jeans Actually Any Good? (Full Breakdown),rejected,no_chapters_or_captions_for_content_evidence
hHtIj3qYSp8,https://www.youtube.com/watch?v=hHtIj3qYSp8,he,Ran ben simhon,ילד קטן לבדו שמתקשה לחצות כביש סואן בסוקולוב כיוון שאף רכב לא עוצר לו - צילום: רוני שחר,rejected,too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence
c2OaJDNTycQ,https://www.youtube.com/watch?v=c2OaJDNTycQ,en,Rolling Circus,Riding My Motorbike in the Rain! ( RollingCircus MotoVlog ),rejected,caption_tracks=157
X5JXZwGVSZg,https://www.youtube.com/watch?v=X5JXZwGVSZg,he,Wili  Adventure club,wili קיר 90 מעלות 2004.flv,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
vMM1giqAC5A,https://www.youtube.com/watch?v=vMM1giqAC5A,he,kRuvi,רכיבת אופנועי שטח בבן שמן אחרי הגשם 14.12.2012,rejected,description_missing; no_chapters_or_captions_for_content_evidence
7_FJkf_lzEQ,https://www.youtube.com/watch?v=7_FJkf_lzEQ,he,הלשכה המרכזית לסטטיסטיקה CBS Israel,כל הדרכים לבטיחות בדרכים - מנתונים למדיניות,rejected,too_long_for_focused_guide_entry; no_chapters_or_captions_for_content_evidence
Z-xbcfNuato,https://www.youtube.com/watch?v=Z-xbcfNuato,he,Versys 300 - Israel,בדיקת מתיחות וטווח שרשרת באופנוע,rejected,no_chapters_or_captions_for_content_evidence
O3hy800aBXY,https://www.youtube.com/watch?v=O3hy800aBXY,he,ידידים - סיוע בדרכים 1230,פנצ'ר באופנוע,rejected,no_chapters_or_captions_for_content_evidence
OH9bnjtdUN4,https://www.youtube.com/watch?v=OH9bnjtdUN4,he,יניב קרניאל,שיטה קלה לזיהוי סוג הכביש. חד סטרי/דו סיטרי,rejected,too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence
-fkv0t3KcDk,https://www.youtube.com/watch?v=-fkv0t3KcDk,he,מומנט אופנועים - מקצוענות מעל הכל,החלפת משכך היגוי - אדוונצר 1090R | מומנט אופנועים- ירושלים,rejected,no_chapters_or_captions_for_content_evidence
SdSWQ5M7thw,https://www.youtube.com/watch?v=SdSWQ5M7thw,he,משה טיולי שטח Moto Tours,דרום בקעת הירדן - רכיבת אופנועים בהובלת שוקי גבזה 17032021,rejected,no_chapters_or_captions_for_content_evidence
NVDoe6MnAOs,https://www.youtube.com/watch?v=NVDoe6MnAOs,,ניק ג'וניור ישראל,מפרץ ההרפתקאות 🐾: ספיישל מוטו גורים | 85 דקות | ניק ג'וניור,rejected,source_not_active_public; source_unavailable; duration_missing; description_missing; no_chapters_or_captions_for_content_evidence
bAY-2OdpIus,https://www.youtube.com/watch?v=bAY-2OdpIus,he,ADV Moto Life,חרבות הברזל 2 חלק 2: חרבו דרבו במדבר,rejected,youtube_chapters=16; caption_tracks=157
QhNvb6h0XCg,https://www.youtube.com/watch?v=QhNvb6h0XCg,he,Moto Lamed,"איך לטפל בשרשרת, ומזה שרשרת בכלל",rejected,no_chapters_or_captions_for_content_evidence
NtLsIDFYv8M,https://www.youtube.com/watch?v=NtLsIDFYv8M,en,Motorcycle Adventure Dirtbike TV,"Epic 22,000km Adventure from London to Sydney |  Europe, Asia, and Australia | Full Movie Experience",rejected,youtube_chapters=22; caption_tracks=158
ndXwbuAnyuA,https://www.youtube.com/watch?v=ndXwbuAnyuA,he,Pkd Aerui,מדריך הוידאו לרוכב המתחיל - 45 שניות על מיקום נכון בנתיב #3,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
krn_-araUyo,https://www.youtube.com/watch?v=krn_-araUyo,en,Prorider Central Texas YouTube,"Motorcycle U-Turns Explained | Head Turns, Friction Zone & More",rejected,youtube_chapters=14; caption_tracks=157; marketing_signal_present
NJPYufQoJlQ,https://www.youtube.com/watch?v=NJPYufQoJlQ,he,Tal Amir - טל עמיר,נחל מתק אופנועי אדוונצ'ר חוצה ישראל אביב 22,rejected,description_missing; no_chapters_or_captions_for_content_evidence
QeSgniC_l-8,https://www.youtube.com/watch?v=QeSgniC_l-8,en,The Rice Rocketeer,Everything Finally Clicked Riding Through NYC | GSX-R600 POV,rejected,youtube_chapters=6; caption_tracks=157
esfd_JFw7nw,https://www.youtube.com/watch?v=esfd_JFw7nw,he,Yaniv Efraim,חילוץ שטח,rejected,too_short_for_release_depth
JGIyQ7_qPx4,https://www.youtube.com/watch?v=JGIyQ7_qPx4,,itsik biton,תרקומיא למתחילים,rejected,language_not_verifiable_as_he_or_en; no_chapters_or_captions_for_content_evidence
hFHVxw7JnYI,https://www.youtube.com/watch?v=hFHVxw7JnYI,he,kRuvi,רכיבת אופנועי אדוונצ'ר ודו שימושיים בבן שמן 21.7.2011,rejected,description_missing; no_chapters_or_captions_for_content_evidence
62CHqaZRcPk,https://www.youtube.com/watch?v=62CHqaZRcPk,he,ofermoto,עופר אופנועים  OFERMOTO החלפת צמיגים ובדיקת מיסבים.,rejected,caption_tracks=157
Zim8TwU7pJQ,https://www.youtube.com/watch?v=Zim8TwU7pJQ,he,tk ltd,"כיסוי לאופנוע, כיסוי לאופנוע שטח, MotoPark",rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
GL46KQRi0lc,https://www.youtube.com/watch?v=GL46KQRi0lc,he,veredn10,ורד נוטמן - בלימת חירום בקורס נהיגה מתקדמת,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
Qk9yETprnKs,https://www.youtube.com/watch?v=Qk9yETprnKs,he,אגף זהב משרד החינוך,סכנות פוטנציאליות בדרך עירונית עורקית: הולכי רגל,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
wkMuKcBxMZQ,https://www.youtube.com/watch?v=wkMuKcBxMZQ,,באלס באלס,הרמת גלגל  2016 חולים בראש,rejected,language_not_verifiable_as_he_or_en; no_chapters_or_captions_for_content_evidence
_5DhIlXKgpA,https://www.youtube.com/watch?v=_5DhIlXKgpA,he,הרשות הלאומית לבטיחות בדרכים,בית הספר של החיים | ילד עד גיל 9 לא חוצה כביש לבד,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
ia8i3fLlrUg,https://www.youtube.com/watch?v=ia8i3fLlrUg,he,כאן 11 - תאגיד השידור הישראלי,חדשות השבת - המכורים לאופנועי שטח | כאן 11 לשעבר רשות השידור,rejected,title_indicates_non_instructional_or_promotional_content
uOxOWYnhssY,https://www.youtube.com/watch?v=uOxOWYnhssY,he,מוטו רנט,מוטורנט השכרת אופנועים ורייזרים באילת,rejected,no_chapters_or_captions_for_content_evidence
w9bHxeTqVFA,https://www.youtube.com/watch?v=w9bHxeTqVFA,he,משה טיולי שטח Moto Tours,טיול אופנועים לרמת הגולן 8/5/20,rejected,title_indicates_non_instructional_or_promotional_content
xvCHx_ZnOvA,https://www.youtube.com/watch?v=xvCHx_ZnOvA,he,משה טיולי שטח Moto Tours,Georgia by adventure motorcycle - TET - July 2023,rejected,no_chapters_or_captions_for_content_evidence
bm1Xynt0QuE,https://www.youtube.com/watch?v=bm1Xynt0QuE,en,MotoJitsu®,The SECRET To ALL Low Speed Confidence,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
-C_h7PlxPqA,https://www.youtube.com/watch?v=-C_h7PlxPqA,en,Motolyzed,How to ride a motorcycle down a steep hill - dealing with hairpins,rejected,caption_tracks=157
Au2aBqAEsJQ,https://www.youtube.com/watch?v=Au2aBqAEsJQ,en,CycleCruza,TOP 5 Defensive Motorcycle Riding Tips | MotoVlog,rejected,youtube_chapters=4; caption_tracks=157; marketing_signal_present
kPB_jYKJ5Wg,https://www.youtube.com/watch?v=kPB_jYKJ5Wg,en,DanDanTheFireman,Why & How To Swerve On Your Motorcycle / Motorcycle Training Concepts,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
uXkKS8z0nSI,https://www.youtube.com/watch?v=uXkKS8z0nSI,en,DanDanTheFireman,1 Simple Tip To Make Night Riding Safer,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
aMdKYH8D0OI,https://www.youtube.com/watch?v=aMdKYH8D0OI,en,Dino's Vault,3 Ways to Pick Up a Fallen Heavy Adv Motorcycle BMW 1250GS 850GS,rejected,no_chapters_or_captions_for_content_evidence
