id,youtube_video_id,youtube_url,original_or_new,language,channel_name,source_type,metadata_checked,description_checked,youtube_chapters_checked,captions_checked,transcript_checked,visual_review_performed,visual_timestamp_ranges,embed_checked,evidence_types,classification_confidence_before,classification_confidence_after,fields_reviewed,fields_changed,chapter_result,decision,decision_reason_he,review_notes_he,reviewed_at
yt-py2_NwJCzN0,py2_NwJCzN0,https://www.youtube.com/watch?v=py2_NwJCzN0,original,en,MOTOTREK,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-Z4G8NxyI4I8,Z4G8NxyI4I8,https://www.youtube.com/watch?v=Z4G8NxyI4I8,original,en,Bret Tkacs ADV,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-9og820RWDao,9og820RWDao,https://www.youtube.com/watch?v=9og820RWDao,original,en,RIDE Adventures,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-T-NlEZr1-ws,T-NlEZr1-ws,https://www.youtube.com/watch?v=T-NlEZr1-ws,original,en,SoCal Off-Road School,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-Fo75lHpLBOM,Fo75lHpLBOM,https://www.youtube.com/watch?v=Fo75lHpLBOM,original,en,MOTOTREK,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-AVbt7M2xHQ4,AVbt7M2xHQ4,https://www.youtube.com/watch?v=AVbt7M2xHQ4,original,en,Brake Magazine,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-SXJZ_kYGLRY,SXJZ_kYGLRY,https://www.youtube.com/watch?v=SXJZ_kYGLRY,original,en,SoCal Off-Road School,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=2,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-yRY9-sKUUZ4,yRY9-sKUUZ4,https://www.youtube.com/watch?v=yRY9-sKUUZ4,original,en,RIDE Adventures,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-oOD9NnTevH0,oOD9NnTevH0,https://www.youtube.com/watch?v=oOD9NnTevH0,original,en,MOTOTREK,training_channel,True,True,True,False,False,False,,True,description;chapters,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-fPBC3-rB994,fPBC3-rB994,https://www.youtube.com/watch?v=fPBC3-rB994,original,en,MOTOTREK,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-CI6h7XtyINY,CI6h7XtyINY,https://www.youtube.com/watch?v=CI6h7XtyINY,original,en,OFFroad-OFFcourse,community_educator,True,True,True,False,False,False,,True,description;chapters,high,removed,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,record_removed,removed_with_record=3,replace,"רשומת מתלים בציון 3 הוחלפה משום שהמאגר כבר כולל כיסוי מתלים עמוק ואיכותי יותר, בעוד שבדיקת החיפוש הסופית הוכיחה שחסר סרטון שלישי ישיר ל־ABS בשטח.",ההחלפה בוצעה לאחר בדיקת Top-3 סופית; כיסוי המתלים נשאר רחב ומאומת.,2026-08-04T14:00:00+03:00
yt-iLqs-fA7RRk,iLqs-fA7RRk,https://www.youtube.com/watch?v=iLqs-fA7RRk,original,en,RIDE Adventures,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-QQfz2G4E1zo,QQfz2G4E1zo,https://www.youtube.com/watch?v=QQfz2G4E1zo,original,en,SoCal Off-Road School,riding_school,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-187PCpqGp74,187PCpqGp74,https://www.youtube.com/watch?v=187PCpqGp74,original,en,SoCal Off-Road School,riding_school,True,True,True,False,False,False,,True,description;chapters,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=2,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-gOsYp0-dBuc,gOsYp0-dBuc,https://www.youtube.com/watch?v=gOsYp0-dBuc,original,en,Adam Riemann,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=2,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-fzzstihkRXI,fzzstihkRXI,https://www.youtube.com/watch?v=fzzstihkRXI,original,en,Adam Riemann,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-ZGS_MoW7yps,ZGS_MoW7yps,https://www.youtube.com/watch?v=ZGS_MoW7yps,original,en,Bret Tkacs ADV,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-qe-9xUK5V-c,qe-9xUK5V-c,https://www.youtube.com/watch?v=qe-9xUK5V-c,original,en,MOTOTREK,training_channel,True,True,True,False,False,False,,True,description,medium,removed,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,record_removed,removed_generic=0,replace,הוחלף כי רמת הראיות לפני השחרור הייתה בינונית וכדי לעמוד במגבלת 20 סרטונים לערוץ.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-x2Jy7TEAv7o,x2Jy7TEAv7o,https://www.youtube.com/watch?v=x2Jy7TEAv7o,original,en,SoCal Off-Road School,riding_school,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-2xksIqgdFaU,2xksIqgdFaU,https://www.youtube.com/watch?v=2xksIqgdFaU,original,en,ADVMotoSkillZ,riding_school,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-sqhJXK1wKsM,sqhJXK1wKsM,https://www.youtube.com/watch?v=sqhJXK1wKsM,original,en,MOTOTREK,training_channel,True,True,True,False,False,False,,True,description,medium,removed,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,record_removed,removed_generic=0,replace,הוחלף כי רמת הראיות לפני השחרור הייתה בינונית וכדי לעמוד במגבלת 20 סרטונים לערוץ.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-ltq3ZbQlh-M,ltq3ZbQlh-M,https://www.youtube.com/watch?v=ltq3ZbQlh-M,original,en,Safe2Ride,riding_school,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-c8_2rRxXmAc,c8_2rRxXmAc,https://www.youtube.com/watch?v=c8_2rRxXmAc,original,en,Adam Riemann,experienced_rider,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-Q_XbCeHBkt4,Q_XbCeHBkt4,https://www.youtube.com/watch?v=Q_XbCeHBkt4,original,en,Adventure Bike Experience ,riding_school,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-qrPj0Tr1r74,qrPj0Tr1r74,https://www.youtube.com/watch?v=qrPj0Tr1r74,original,en,Cross Training Enduro,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-soVOMETfYPA,soVOMETfYPA,https://www.youtube.com/watch?v=soVOMETfYPA,original,en,Adventure Bike Experience ,riding_school,True,True,True,True,True,False,,True,description;transcript,medium,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-60isWQSlMg0,60isWQSlMg0,https://www.youtube.com/watch?v=60isWQSlMg0,original,en,Bennetts BikeSocial,training_channel,True,True,True,False,False,False,,True,description;chapters,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-_ZH6lgTmpCs,_ZH6lgTmpCs,https://www.youtube.com/watch?v=_ZH6lgTmpCs,original,en,Motorcycle Lessons UK,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-wu01iLFdTE0,wu01iLFdTE0,https://www.youtube.com/watch?v=wu01iLFdTE0,original,en,Lets Ride Bikes,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=2,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-uvPpdzE1ZZ0,uvPpdzE1ZZ0,https://www.youtube.com/watch?v=uvPpdzE1ZZ0,original,en,Instructor Cory,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=2,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-zVxVAUB8n78,zVxVAUB8n78,https://www.youtube.com/watch?v=zVxVAUB8n78,original,en,CanyonChasers,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-IS2mLzMgals,IS2mLzMgals,https://www.youtube.com/watch?v=IS2mLzMgals,original,en,FortNine,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-wdESPaOqd8I,wdESPaOqd8I,https://www.youtube.com/watch?v=wdESPaOqd8I,original,en,Moto Control,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=1,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-LCYXUCRHzww,LCYXUCRHzww,https://www.youtube.com/watch?v=LCYXUCRHzww,original,en,Tularosa Moto,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=2,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-NN1twMtJrlA,NN1twMtJrlA,https://www.youtube.com/watch?v=NN1twMtJrlA,original,en,Northern Road Kings,community_educator,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=3,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
yt-fl9mfnpJ1wo,fl9mfnpJ1wo,https://www.youtube.com/watch?v=fl9mfnpJ1wo,original,en,StreetSmartsQLD,community_educator,True,True,True,True,True,False,,True,description;chapters;transcript,high,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,chapters;last_checked;verification,removed_generic=0,retain,הראיות והסיווג נמצאו תואמים; נשמרה הרשומה המאומתת.,הרשומה נבדקה מחדש מול מטא־דאטה חי וראיות התוכן המתועדות; לא נשמר תמלול בפרויקט.,2026-08-04T12:00:00+03:00
